EmployeeID,Name,Age,Gender,Location,Department,Designation,YearsAtTCS,PerformanceRating,AI_Training_Level,SkillsMatch,OnsiteExperience,Certifications,CurrentProject,BillableDays,BenchDays,PreviousBenchInstances,UpSkilledLastYear,WillingToReskill,RedeploymentAttempts,LastPromotionYearsAgo,SalaryUSD,ManagerFeedbackScore,LayoffFlag,LayoffReason,DateOfRecord
TCS02604,Employee_2604,50,Female,India,IT,Manager,0.7,Medium,None,Match,Yes,3,Yes,249,10,0,No,Yes,0,2,28996,3.1,0,N/A,2025-07-30
TCS02605,Employee_2605,55,Female,India,IT,Junior,8.0,High,Basic,Match,No,3,Yes,246,9,4,No,Yes,0,2,27867,2.38,0,N/A,2025-07-30
TCS02606,Employee_2606,57,Male,Canada,IT,Senior,12.1,High,None,Mismatch,Yes,1,Yes,244,10,0,No,Yes,1,2,19869,2.42,0,N/A,2025-07-30
TCS02607,Employee_2607,27,Female,India,HR,Mid,3.9,High,None,Match,No,7,Yes,255,1,1,Yes,No,1,1,39703,4.87,0,N/A,2025-07-30
TCS02608,Employee_2608,23,Male,India,Sales,Junior,1.3,Low,None,Match,No,2,Yes,246,12,0,Yes,Yes,2,1,28347,2.75,0,N/A,2025-07-30
TCS02609,Employee_2609,42,Male,India,Sales,Junior,1.5,Medium,Basic,Mismatch,No,1,Yes,253,7,0,Yes,Yes,2,1,20122,3.03,0,N/A,2025-07-30
TCS02610,Employee_2610,34,Female,India,Sales,Junior,11.2,Medium,None,Match,No,6,No,260,0,3,Yes,Yes,1,3,29173,3.33,0,N/A,2025-07-30
TCS02611,Employee_2611,48,Male,India,IT,Lead,0.5,Medium,Advanced,Match,Yes,4,Yes,250,8,2,No,Yes,0,1,17938,4.66,0,N/A,2025-07-30
TCS02612,Employee_2612,45,Female,Canada,Consulting,Mid,1.2,Medium,Basic,Match,No,1,Yes,247,11,0,Yes,Yes,0,2,26821,2.99,0,N/A,2025-07-30
TCS02613,Employee_2613,26,Other,India,Sales,Lead,11.5,Low,Basic,Match,No,2,No,247,12,1,No,Yes,0,1,30790,4.54,0,N/A,2025-07-30
TCS02614,Employee_2614,33,Male,UK,IT,Lead,9.1,High,Advanced,Mismatch,No,3,Yes,258,0,0,No,Yes,0,2,20640,2.22,0,N/A,2025-07-30
TCS02615,Employee_2615,31,Female,India,Consulting,Junior,2.7,Medium,None,Match,No,4,Yes,239,17,1,No,Yes,2,2,44971,4.88,0,N/A,2025-07-30
TCS02616,Employee_2616,41,Other,India,Sales,Mid,5.6,Medium,Basic,Match,No,4,Yes,254,2,1,Yes,No,0,1,20484,2.82,0,N/A,2025-07-30
TCS02617,Employee_2617,25,Female,India,IT,Junior,11.2,Medium,Basic,Match,No,2,No,246,14,0,No,Yes,2,0,10000,2.57,0,N/A,2025-07-30
TCS02618,Employee_2618,40,Female,India,Finance,Junior,3.8,Medium,Basic,Match,No,0,Yes,251,7,0,Yes,Yes,1,2,33325,3.46,0,N/A,2025-07-30
TCS02619,Employee_2619,54,Female,India,IT,Junior,8.0,Low,Basic,Match,No,6,No,233,23,1,Yes,Yes,1,1,32274,2.54,0,N/A,2025-07-30
TCS02620,Employee_2620,28,Male,India,Sales,Senior,6.4,Medium,None,Match,Yes,6,Yes,251,6,1,No,Yes,0,2,12557,2.89,0,N/A,2025-07-30
TCS02621,Employee_2621,35,Male,India,Sales,Mid,0.5,Medium,None,Match,No,0,Yes,241,18,1,Yes,Yes,2,1,25131,2.17,0,N/A,2025-07-30
TCS02622,Employee_2622,38,Male,India,Consulting,Manager,10.8,Medium,Advanced,Match,No,2,No,250,1,2,No,Yes,1,2,36968,3.55,0,N/A,2025-07-30
TCS02623,Employee_2623,38,Male,India,IT,Junior,5.3,Medium,Advanced,Match,No,2,Yes,256,0,2,Yes,No,1,2,39795,3.0,0,N/A,2025-07-30
TCS02624,Employee_2624,29,Male,India,Sales,Junior,1.7,Low,Basic,Match,No,5,Yes,258,0,1,Yes,Yes,2,1,25278,2.42,0,N/A,2025-07-30
TCS02625,Employee_2625,28,Male,India,IT,Mid,9.6,High,Basic,Match,Yes,1,Yes,241,15,0,No,Yes,1,1,24495,4.57,0,N/A,2025-07-30
TCS02626,Employee_2626,44,Male,India,IT,Manager,0.9,Medium,Basic,Match,Yes,0,Yes,248,12,1,Yes,Yes,0,3,29838,3.3,0,N/A,2025-07-30
TCS02627,Employee_2627,44,Male,India,IT,Senior,5.9,Medium,None,Mismatch,No,7,No,244,10,1,No,Yes,1,2,26457,4.1,0,N/A,2025-07-30
TCS02628,Employee_2628,47,Female,Germany,IT,Junior,3.2,Medium,None,Match,Yes,4,Yes,233,23,0,Yes,Yes,2,1,28025,2.84,0,N/A,2025-07-30
TCS02629,Employee_2629,32,Male,India,Finance,Mid,6.6,High,Basic,Mismatch,Yes,2,Yes,247,5,1,Yes,Yes,1,1,34735,2.81,0,N/A,2025-07-30
TCS02630,Employee_2630,37,Male,Canada,IT,Manager,6.4,Medium,Advanced,Match,Yes,3,Yes,227,27,1,Yes,No,0,1,31011,3.67,1,Redeployment Failure,2025-07-30
TCS02631,Employee_2631,41,Female,India,Sales,Junior,5.2,High,Basic,Mismatch,No,5,Yes,231,22,0,No,Yes,1,1,16027,3.92,0,N/A,2025-07-30
TCS02632,Employee_2632,40,Male,India,IT,Junior,8.1,Medium,None,Match,No,2,Yes,243,11,0,No,Yes,1,1,53621,3.68,0,N/A,2025-07-30
TCS02633,Employee_2633,55,Male,UK,IT,Junior,11.0,Low,Basic,Mismatch,No,6,Yes,238,14,0,Yes,No,1,1,17236,4.13,0,N/A,2025-07-30
TCS02634,Employee_2634,31,Male,India,Consulting,Senior,3.4,Medium,None,Match,No,5,Yes,228,24,1,Yes,Yes,3,1,21754,3.43,0,N/A,2025-07-30
TCS02635,Employee_2635,46,Female,India,IT,Senior,4.5,Medium,Basic,Match,Yes,3,Yes,254,6,1,Yes,No,1,1,38359,2.97,0,N/A,2025-07-30
TCS02636,Employee_2636,49,Male,India,HR,Junior,3.1,Low,Advanced,Mismatch,No,4,Yes,251,8,1,Yes,Yes,2,4,27557,2.5,0,N/A,2025-07-30
TCS02637,Employee_2637,27,Female,India,IT,Junior,5.6,Low,Basic,Match,Yes,4,Yes,245,10,2,No,Yes,0,1,12909,2.15,0,N/A,2025-07-30
TCS02638,Employee_2638,46,Male,UK,IT,Senior,7.4,Low,Basic,Match,No,7,No,252,1,0,Yes,Yes,1,1,48309,2.84,0,N/A,2025-07-30
TCS02639,Employee_2639,41,Male,India,IT,Junior,12.5,Low,None,Match,No,7,Yes,257,0,0,No,Yes,3,1,11448,3.49,0,N/A,2025-07-30
TCS02640,Employee_2640,58,Male,India,Sales,Senior,4.6,Medium,None,Match,Yes,3,Yes,236,16,2,Yes,No,4,3,24564,2.8,0,N/A,2025-07-30
TCS02641,Employee_2641,52,Female,India,IT,Junior,5.8,Medium,None,Match,No,5,Yes,234,25,1,Yes,No,1,1,21123,4.74,0,N/A,2025-07-30
TCS02642,Employee_2642,24,Male,India,IT,Junior,8.1,Medium,Basic,Mismatch,No,2,Yes,255,0,2,No,Yes,1,1,18119,4.67,0,N/A,2025-07-30
TCS02643,Employee_2643,59,Female,UK,Sales,Mid,7.1,Medium,Advanced,Match,No,0,Yes,236,17,0,Yes,No,0,2,20404,4.82,0,N/A,2025-07-30
TCS02644,Employee_2644,36,Male,Canada,Sales,Junior,7.2,High,Basic,Match,No,5,Yes,255,4,1,Yes,Yes,1,1,28201,4.99,1,Skills Mismatch,2025-07-30
TCS02645,Employee_2645,31,Female,India,HR,Junior,11.6,High,None,Match,No,0,Yes,241,19,3,Yes,Yes,1,1,23163,4.12,0,N/A,2025-07-30
TCS02646,Employee_2646,27,Male,India,IT,Junior,8.6,Low,Basic,Match,No,2,Yes,254,0,1,Yes,No,2,1,26592,3.3,0,N/A,2025-07-30
TCS02647,Employee_2647,26,Male,India,HR,Mid,8.7,Medium,None,Match,Yes,0,Yes,233,18,2,Yes,Yes,2,2,29591,2.01,0,N/A,2025-07-30
TCS02648,Employee_2648,22,Male,India,Sales,Senior,3.5,Medium,Basic,Match,No,6,Yes,241,11,2,No,Yes,0,2,33767,4.3,0,N/A,2025-07-30
TCS02649,Employee_2649,53,Male,India,IT,Senior,8.2,Medium,Basic,Match,No,6,Yes,221,32,0,No,Yes,0,1,32377,4.72,0,N/A,2025-07-30
TCS02650,Employee_2650,38,Male,India,IT,Mid,1.9,Medium,None,Mismatch,No,2,No,247,6,1,No,Yes,0,2,27900,4.53,0,N/A,2025-07-30
TCS02651,Employee_2651,26,Female,Australia,Sales,Senior,6.1,High,Basic,Match,No,2,Yes,252,2,2,Yes,Yes,1,1,37785,3.41,0,N/A,2025-07-30
TCS02652,Employee_2652,55,Male,India,IT,Mid,3.8,High,None,Match,No,6,Yes,253,0,1,No,Yes,1,1,32571,3.92,0,N/A,2025-07-30
TCS02653,Employee_2653,43,Male,Germany,HR,Mid,5.6,Medium,None,Match,No,4,Yes,228,25,1,No,Yes,4,2,34513,3.82,0,N/A,2025-07-30
TCS02654,Employee_2654,30,Female,UK,IT,Junior,7.8,High,None,Match,Yes,3,No,232,25,3,No,No,0,1,30464,2.12,0,N/A,2025-07-30
TCS02655,Employee_2655,49,Male,India,IT,Mid,3.8,Medium,None,Match,Yes,0,Yes,255,3,1,No,No,1,0,23054,4.85,0,N/A,2025-07-30
TCS02656,Employee_2656,38,Male,USA,Sales,Mid,2.6,Medium,Basic,Match,No,0,Yes,251,6,0,No,Yes,1,0,34745,3.16,0,N/A,2025-07-30
TCS02657,Employee_2657,43,Female,India,IT,Mid,6.9,Medium,Advanced,Mismatch,No,3,No,249,4,1,No,Yes,1,2,21496,2.19,0,N/A,2025-07-30
TCS02658,Employee_2658,35,Male,India,HR,Mid,9.6,Low,None,Mismatch,Yes,3,No,254,0,2,No,Yes,3,1,12315,2.6,0,N/A,2025-07-30
TCS02659,Employee_2659,48,Male,India,IT,Senior,12.7,Medium,Basic,Match,No,0,Yes,256,0,0,No,Yes,1,2,28899,4.46,0,N/A,2025-07-30
TCS02660,Employee_2660,41,Female,India,IT,Mid,7.3,High,Basic,Mismatch,No,7,Yes,242,17,1,No,Yes,0,3,18492,3.51,0,N/A,2025-07-30
TCS02661,Employee_2661,58,Female,USA,IT,Junior,6.5,Low,None,Match,Yes,5,Yes,252,0,2,No,No,1,1,31794,4.53,0,N/A,2025-07-30
TCS02662,Employee_2662,40,Female,Canada,Legal,Junior,3.3,Medium,Basic,Match,No,3,No,242,9,1,No,Yes,2,1,25522,3.67,0,N/A,2025-07-30
TCS02663,Employee_2663,34,Female,Australia,IT,Mid,2.4,Low,None,Match,Yes,3,No,252,3,0,No,Yes,1,2,16250,2.4,0,N/A,2025-07-30
TCS02664,Employee_2664,34,Male,India,Legal,Mid,10.6,Medium,None,Match,No,2,Yes,239,20,2,No,No,0,2,35175,4.87,0,N/A,2025-07-30
TCS02665,Employee_2665,25,Male,India,IT,Junior,5.5,Medium,None,Match,No,6,Yes,241,19,0,Yes,Yes,0,1,25566,2.0,0,N/A,2025-07-30
TCS02666,Employee_2666,58,Female,India,Consulting,Junior,5.5,Medium,None,Mismatch,Yes,3,Yes,237,18,2,Yes,Yes,0,1,31115,4.63,0,N/A,2025-07-30
TCS02667,Employee_2667,33,Male,Australia,IT,Mid,11.5,Medium,None,Match,No,5,Yes,247,11,0,No,Yes,0,2,18218,3.13,0,N/A,2025-07-30
TCS02668,Employee_2668,54,Male,UK,IT,Junior,7.3,Medium,Basic,Match,No,3,No,253,5,1,No,Yes,0,0,19104,2.12,0,N/A,2025-07-30
TCS02669,Employee_2669,39,Female,India,IT,Junior,9.6,Medium,None,Match,No,7,Yes,251,0,2,No,Yes,5,2,31221,4.15,0,N/A,2025-07-30
TCS02670,Employee_2670,52,Male,India,Finance,Junior,5.8,High,Basic,Match,No,0,Yes,225,27,0,Yes,Yes,1,3,10000,3.18,0,N/A,2025-07-30
TCS02671,Employee_2671,41,Male,India,Legal,Lead,8.1,Medium,None,Mismatch,No,0,Yes,236,18,1,No,Yes,2,2,23968,4.76,0,N/A,2025-07-30
TCS02672,Employee_2672,50,Male,UK,IT,Senior,7.7,Medium,None,Match,Yes,3,Yes,248,10,0,No,Yes,2,2,21685,2.55,0,N/A,2025-07-30
TCS02673,Employee_2673,25,Male,India,Finance,Mid,5.3,Medium,Advanced,Mismatch,Yes,0,Yes,242,13,1,Yes,Yes,1,2,11550,2.77,0,N/A,2025-07-30
TCS02674,Employee_2674,28,Male,Australia,IT,Mid,7.9,Low,None,Match,No,7,Yes,251,2,1,Yes,Yes,0,3,19414,3.06,0,N/A,2025-07-30
TCS02675,Employee_2675,58,Male,India,HR,Mid,6.1,Medium,Basic,Match,No,3,No,244,14,0,Yes,Yes,1,0,24207,3.29,0,N/A,2025-07-30
TCS02676,Employee_2676,27,Male,Australia,Finance,Junior,6.0,Medium,Basic,Match,Yes,2,Yes,247,9,3,Yes,Yes,2,0,43259,2.78,0,N/A,2025-07-30
TCS02677,Employee_2677,55,Male,India,HR,Senior,5.4,Medium,None,Mismatch,No,0,Yes,252,4,0,No,Yes,0,2,10000,3.26,1,Skills Mismatch,2025-07-30
TCS02678,Employee_2678,42,Female,India,HR,Junior,3.3,High,Basic,Match,No,2,No,250,10,0,Yes,Yes,2,1,17814,3.29,0,N/A,2025-07-30
TCS02679,Employee_2679,46,Male,India,Sales,Senior,9.6,Medium,None,Mismatch,Yes,1,Yes,255,1,0,Yes,Yes,0,2,27643,3.94,0,N/A,2025-07-30
TCS02680,Employee_2680,23,Male,India,IT,Junior,2.2,High,Basic,Match,No,1,No,251,0,3,No,Yes,1,1,21761,3.95,0,N/A,2025-07-30
TCS02681,Employee_2681,53,Male,UK,IT,Senior,5.6,Medium,None,Mismatch,No,2,Yes,255,4,1,No,Yes,1,2,31081,3.05,0,N/A,2025-07-30
TCS02682,Employee_2682,25,Male,India,HR,Junior,6.9,Medium,None,Mismatch,No,3,Yes,248,4,5,Yes,Yes,1,0,28692,4.04,0,N/A,2025-07-30
TCS02683,Employee_2683,24,Male,India,IT,Manager,0.5,High,None,Match,Yes,7,No,255,0,3,Yes,Yes,1,0,28479,3.19,0,N/A,2025-07-30
TCS02684,Employee_2684,36,Female,India,Sales,Lead,3.4,Low,Basic,Match,No,5,Yes,246,13,0,No,No,2,2,11583,4.67,0,N/A,2025-07-30
TCS02685,Employee_2685,54,Male,India,Consulting,Lead,13.0,Medium,Advanced,Match,Yes,5,Yes,221,30,0,Yes,Yes,1,1,20059,3.45,0,N/A,2025-07-30
TCS02686,Employee_2686,28,Female,India,Consulting,Junior,7.9,Medium,Basic,Match,No,0,Yes,246,9,2,Yes,Yes,0,0,19270,4.33,0,N/A,2025-07-30
TCS02687,Employee_2687,25,Male,India,Consulting,Junior,7.7,Medium,Basic,Match,No,2,Yes,254,2,0,No,Yes,0,2,29897,3.11,0,N/A,2025-07-30
TCS02688,Employee_2688,54,Male,USA,IT,Manager,9.1,Medium,None,Match,No,0,Yes,252,4,0,No,Yes,2,1,13332,3.72,0,N/A,2025-07-30
TCS02689,Employee_2689,37,Female,India,IT,Mid,7.2,High,Basic,Match,No,6,Yes,245,8,3,Yes,Yes,3,1,31568,4.76,0,N/A,2025-07-30
TCS02690,Employee_2690,28,Male,India,IT,Lead,9.8,High,Basic,Match,No,5,Yes,260,0,2,No,Yes,0,2,38861,4.45,0,N/A,2025-07-30
TCS02691,Employee_2691,46,Male,India,Sales,Mid,7.1,Low,Basic,Match,Yes,2,Yes,257,0,1,No,Yes,0,3,20006,2.96,0,N/A,2025-07-30
TCS02692,Employee_2692,37,Male,India,Legal,Mid,3.2,Medium,Basic,Match,Yes,1,Yes,245,8,0,No,Yes,0,1,28333,2.21,0,N/A,2025-07-30
TCS02693,Employee_2693,31,Female,India,Sales,Senior,10.0,Medium,None,Match,Yes,6,Yes,239,17,2,No,Yes,1,2,26270,2.06,0,N/A,2025-07-30
TCS02694,Employee_2694,55,Female,India,Sales,Mid,3.3,Medium,None,Match,No,1,Yes,239,12,3,Yes,Yes,1,1,19657,4.53,0,N/A,2025-07-30
TCS02695,Employee_2695,43,Male,India,Legal,Lead,4.8,Medium,Basic,Match,No,1,Yes,241,17,1,Yes,Yes,1,3,44961,3.11,0,N/A,2025-07-30
TCS02696,Employee_2696,23,Female,India,Consulting,Junior,5.8,Medium,Basic,Match,No,4,Yes,247,11,0,Yes,Yes,0,1,13534,2.43,0,N/A,2025-07-30
TCS02697,Employee_2697,48,Female,UK,IT,Senior,3.8,Medium,None,Match,Yes,5,No,253,7,0,No,Yes,0,1,27426,4.68,0,N/A,2025-07-30
TCS02698,Employee_2698,49,Female,Canada,Consulting,Senior,3.4,High,None,Mismatch,Yes,3,Yes,249,8,0,No,Yes,0,1,38095,3.41,0,N/A,2025-07-30
TCS02699,Employee_2699,33,Female,Germany,Consulting,Junior,5.6,Medium,None,Mismatch,Yes,0,Yes,247,7,1,No,Yes,2,2,27640,4.49,0,N/A,2025-07-30
TCS02700,Employee_2700,46,Male,India,IT,Mid,3.2,Medium,Basic,Match,No,4,Yes,249,5,0,Yes,Yes,0,2,30923,2.18,0,N/A,2025-07-30
TCS02701,Employee_2701,52,Female,India,Consulting,Mid,7.4,Medium,Advanced,Mismatch,No,2,Yes,243,10,0,Yes,Yes,1,2,33538,4.82,0,N/A,2025-07-30
TCS02702,Employee_2702,54,Female,India,Sales,Junior,5.0,Medium,None,Match,Yes,4,Yes,256,0,1,No,Yes,2,2,35533,4.93,0,N/A,2025-07-30
TCS02703,Employee_2703,45,Male,India,Sales,Mid,2.9,Medium,Basic,Match,No,7,No,257,0,0,No,No,0,0,12859,2.67,0,N/A,2025-07-30
TCS02704,Employee_2704,24,Male,India,Legal,Junior,7.0,Medium,Basic,Match,Yes,6,No,248,10,1,No,No,0,1,28406,4.84,0,N/A,2025-07-30
TCS02705,Employee_2705,28,Male,India,IT,Mid,5.3,Medium,None,Mismatch,No,5,Yes,252,3,1,Yes,Yes,0,0,40503,4.22,0,N/A,2025-07-30
TCS02706,Employee_2706,40,Female,Germany,Sales,Junior,8.3,Medium,None,Match,No,5,Yes,248,3,1,Yes,Yes,1,2,17644,4.16,0,N/A,2025-07-30
TCS02707,Employee_2707,53,Male,UK,Sales,Senior,8.4,Medium,Basic,Match,Yes,2,Yes,244,12,2,Yes,Yes,3,1,22565,4.04,0,N/A,2025-07-30
TCS02708,Employee_2708,28,Male,India,Sales,Junior,6.4,Medium,None,Match,Yes,2,No,256,0,1,No,No,0,1,23718,3.76,0,N/A,2025-07-30
TCS02709,Employee_2709,31,Male,India,HR,Junior,15.6,Medium,Basic,Match,Yes,1,No,257,0,1,No,No,2,1,10000,4.38,0,N/A,2025-07-30
TCS02710,Employee_2710,43,Male,India,HR,Mid,8.3,Medium,None,Match,Yes,3,No,235,17,2,Yes,Yes,3,0,23170,2.96,0,N/A,2025-07-30
TCS02711,Employee_2711,50,Male,India,Consulting,Mid,8.4,Medium,None,Mismatch,No,7,Yes,244,9,0,No,No,1,0,29933,2.68,1,Skills Mismatch,2025-07-30
TCS02712,Employee_2712,40,Male,Australia,IT,Manager,2.5,High,None,Match,Yes,4,Yes,243,8,0,Yes,Yes,1,1,29309,2.68,0,N/A,2025-07-30
TCS02713,Employee_2713,37,Other,India,Finance,Junior,3.2,High,Basic,Match,No,0,No,244,9,0,Yes,Yes,0,1,24969,4.77,0,N/A,2025-07-30
TCS02714,Employee_2714,45,Female,India,HR,Mid,8.0,High,None,Match,No,5,Yes,247,9,3,No,Yes,1,1,33335,3.15,0,N/A,2025-07-30
TCS02715,Employee_2715,47,Female,India,IT,Senior,4.5,Low,None,Match,No,3,No,253,7,0,Yes,Yes,1,3,54519,4.04,0,N/A,2025-07-30
TCS02716,Employee_2716,45,Male,USA,Consulting,Mid,10.2,High,None,Match,No,6,Yes,252,6,0,Yes,No,1,3,13908,4.31,0,N/A,2025-07-30
TCS02717,Employee_2717,30,Male,Australia,IT,Junior,3.7,Medium,None,Match,Yes,5,Yes,250,3,1,No,Yes,1,1,16574,3.86,0,N/A,2025-07-30
TCS02718,Employee_2718,45,Female,USA,IT,Senior,1.3,Medium,Basic,Match,No,0,No,260,0,0,No,Yes,0,1,24062,4.05,0,N/A,2025-07-30
TCS02719,Employee_2719,54,Female,India,Sales,Junior,0.6,High,Basic,Mismatch,No,1,Yes,235,17,1,No,Yes,1,1,21026,3.91,0,N/A,2025-07-30
TCS02720,Employee_2720,54,Female,India,IT,Junior,10.9,Low,Basic,Match,No,7,No,242,13,1,No,No,1,1,37594,2.99,0,N/A,2025-07-30
TCS02721,Employee_2721,23,Male,India,Sales,Junior,7.7,High,Advanced,Match,No,1,Yes,257,3,0,No,Yes,1,2,37917,4.39,0,N/A,2025-07-30
TCS02722,Employee_2722,30,Male,India,IT,Manager,8.1,Medium,None,Match,No,3,Yes,253,0,1,No,Yes,1,2,17304,4.82,0,N/A,2025-07-30
TCS02723,Employee_2723,26,Male,India,IT,Senior,4.7,Medium,None,Match,No,1,Yes,241,15,0,Yes,Yes,0,1,40442,4.94,0,N/A,2025-07-30
TCS02724,Employee_2724,25,Male,UK,Finance,Mid,0.5,Medium,Basic,Match,No,0,Yes,241,13,1,Yes,Yes,2,0,29162,2.61,0,N/A,2025-07-30
TCS02725,Employee_2725,59,Male,India,IT,Senior,3.2,Low,Advanced,Match,Yes,4,Yes,245,14,3,Yes,Yes,3,0,28402,4.68,0,N/A,2025-07-30
TCS02726,Employee_2726,22,Male,Canada,IT,Senior,3.5,Medium,Basic,Match,No,6,No,244,7,1,No,Yes,3,1,35635,4.63,0,N/A,2025-07-30
TCS02727,Employee_2727,38,Male,USA,Finance,Mid,2.6,Medium,Basic,Match,No,6,Yes,239,12,2,Yes,Yes,1,4,22545,4.93,1,Skills Mismatch,2025-07-30
TCS02728,Employee_2728,28,Male,USA,Sales,Junior,4.8,Medium,None,Match,No,7,Yes,215,39,0,No,Yes,1,1,10000,4.71,0,N/A,2025-07-30
TCS02729,Employee_2729,48,Female,India,IT,Mid,3.0,Medium,Basic,Mismatch,Yes,4,Yes,258,0,3,No,No,0,2,40039,2.17,0,N/A,2025-07-30
TCS02730,Employee_2730,32,Female,India,IT,Mid,6.9,High,Basic,Match,No,6,Yes,254,2,1,No,Yes,0,0,19962,2.37,0,N/A,2025-07-30
TCS02731,Employee_2731,33,Male,Canada,Legal,Junior,2.5,High,Basic,Match,No,7,Yes,231,21,1,No,Yes,1,1,30918,4.5,0,N/A,2025-07-30
TCS02732,Employee_2732,44,Female,USA,Finance,Junior,4.2,High,None,Match,No,4,Yes,238,18,0,Yes,No,2,2,25032,4.38,0,N/A,2025-07-30
TCS02733,Employee_2733,28,Female,India,IT,Mid,7.4,Medium,None,Mismatch,No,3,Yes,250,6,0,No,Yes,0,2,30592,3.03,0,N/A,2025-07-30
TCS02734,Employee_2734,40,Male,India,IT,Senior,6.7,Medium,Basic,Match,No,0,Yes,235,17,1,No,Yes,2,1,47245,3.77,0,N/A,2025-07-30
TCS02735,Employee_2735,51,Male,USA,IT,Mid,5.8,Low,Basic,Match,Yes,4,Yes,236,23,0,Yes,Yes,1,4,30807,2.41,0,N/A,2025-07-30
TCS02736,Employee_2736,47,Female,India,IT,Manager,3.4,Medium,None,Match,No,5,Yes,244,11,0,Yes,Yes,0,1,17726,4.21,0,N/A,2025-07-30
TCS02737,Employee_2737,57,Male,India,IT,Junior,3.4,High,None,Mismatch,No,3,Yes,220,32,0,Yes,No,0,0,24883,4.91,0,N/A,2025-07-30
TCS02738,Employee_2738,55,Male,India,Legal,Lead,4.6,Medium,Basic,Match,Yes,5,Yes,259,0,0,No,Yes,1,2,22749,2.47,0,N/A,2025-07-30
TCS02739,Employee_2739,28,Male,India,IT,Junior,3.7,Medium,Advanced,Match,No,2,Yes,248,11,1,No,Yes,0,1,24307,3.88,0,N/A,2025-07-30
TCS02740,Employee_2740,38,Female,UK,IT,Senior,8.1,High,None,Match,No,0,No,251,9,1,No,Yes,0,1,10000,2.09,0,N/A,2025-07-30
TCS02741,Employee_2741,59,Female,India,IT,Manager,10.3,Low,None,Match,No,7,No,257,0,0,Yes,Yes,2,3,36347,4.1,0,N/A,2025-07-30
TCS02742,Employee_2742,27,Male,USA,IT,Senior,6.6,Low,Basic,Match,No,3,Yes,245,14,2,Yes,Yes,1,1,10000,2.98,0,N/A,2025-07-30
TCS02743,Employee_2743,25,Female,India,HR,Mid,2.6,Medium,None,Mismatch,No,3,Yes,252,1,2,Yes,Yes,1,0,31095,2.5,0,N/A,2025-07-30
TCS02744,Employee_2744,27,Female,UK,Consulting,Junior,8.4,Medium,Basic,Mismatch,Yes,2,No,245,11,1,Yes,Yes,1,2,25791,4.09,0,N/A,2025-07-30
TCS02745,Employee_2745,58,Female,Germany,HR,Manager,7.3,Medium,Basic,Match,No,3,Yes,245,15,0,Yes,Yes,0,1,41917,4.88,0,N/A,2025-07-30
TCS02746,Employee_2746,50,Male,India,IT,Senior,5.1,High,Basic,Match,No,4,Yes,251,3,2,No,Yes,3,1,34579,4.81,1,AI Integration,2025-07-30
TCS02747,Employee_2747,43,Male,USA,Sales,Senior,7.8,Medium,Basic,Match,No,0,Yes,251,1,1,Yes,Yes,2,2,10770,4.06,0,N/A,2025-07-30
TCS02748,Employee_2748,36,Female,India,IT,Mid,8.9,High,Basic,Match,No,0,Yes,256,1,0,Yes,Yes,1,1,22278,3.0,0,N/A,2025-07-30
TCS02749,Employee_2749,28,Male,Germany,IT,Mid,11.4,Medium,None,Match,Yes,6,No,255,4,0,Yes,Yes,0,2,47276,4.55,0,N/A,2025-07-30
TCS02750,Employee_2750,42,Female,India,IT,Junior,2.5,Low,None,Mismatch,No,6,Yes,246,13,1,No,Yes,2,1,10000,2.46,0,N/A,2025-07-30
TCS02751,Employee_2751,30,Male,India,Consulting,Junior,3.9,High,None,Match,No,0,No,252,2,0,No,No,4,1,31518,2.4,0,N/A,2025-07-30
TCS02752,Employee_2752,59,Male,India,HR,Mid,6.6,Medium,None,Match,No,2,Yes,250,1,1,Yes,Yes,0,1,17794,4.65,0,N/A,2025-07-30
TCS02753,Employee_2753,50,Male,India,Sales,Junior,5.7,Medium,Basic,Match,No,3,Yes,240,18,1,No,No,0,1,34375,2.01,0,N/A,2025-07-30
TCS02754,Employee_2754,55,Female,India,Sales,Senior,8.6,Medium,Basic,Match,Yes,2,Yes,252,3,2,No,No,1,1,33377,4.09,0,N/A,2025-07-30
TCS02755,Employee_2755,49,Male,India,HR,Manager,1.4,Medium,Basic,Match,Yes,6,No,238,14,2,No,Yes,1,3,20039,3.06,0,N/A,2025-07-30
TCS02756,Employee_2756,32,Female,India,Finance,Mid,7.6,Medium,None,Mismatch,No,5,No,238,17,2,Yes,Yes,3,1,31571,2.12,0,N/A,2025-07-30
TCS02757,Employee_2757,32,Female,India,IT,Senior,7.2,Medium,Basic,Mismatch,No,4,No,251,3,0,Yes,Yes,2,3,32468,2.23,0,N/A,2025-07-30
TCS02758,Employee_2758,26,Male,India,Legal,Lead,5.3,Medium,None,Match,No,2,No,254,3,1,Yes,Yes,1,2,26581,2.2,0,N/A,2025-07-30
TCS02759,Employee_2759,45,Female,India,IT,Senior,5.5,Medium,Basic,Mismatch,No,7,Yes,254,0,1,Yes,Yes,1,1,25858,2.18,0,N/A,2025-07-30
TCS02760,Employee_2760,50,Female,India,IT,Junior,13.0,Medium,None,Match,No,0,Yes,237,14,1,Yes,Yes,1,1,30241,3.33,0,N/A,2025-07-30
TCS02761,Employee_2761,48,Male,India,IT,Senior,4.6,Low,None,Match,No,6,Yes,248,11,1,Yes,No,2,1,23827,2.9,0,N/A,2025-07-30
